volume_demand;volume_production;spot_price;year;month;week;day;hour;dayofweek;weekend;working_hours;night;morning;afternoon;evening;delta;volume_production_rolling;volume_demand_rolling;target
4043.0;7818.0;16.39;2015;12;53;31;23;3;0;0;0;0;0;1;3775.0;;;16.47
4010.0;7694.0;16.04;2016;1;53;1;0;4;0;0;1;0;0;0;3684.0;;;15.89
3930.0;7437.0;15.74;2016;1;53;1;1;4;0;0;1;0;0;0;3507.0;;;15.03
3839.0;7120.0;15.57;2016;1;53;1;2;4;0;0;1;0;0;0;3281.0;;;13.19
3833.0;7041.0;15.47;2016;1;53;1;3;4;0;0;1;0;0;0;3208.0;;;12.69
3944.0;7246.0;15.75;2016;1;53;1;4;4;0;0;1;0;0;0;3302.0;;;12.94
3940.0;6860.0;15.36;2016;1;53;1;5;4;0;0;1;0;0;0;2920.0;;;13.59
4011.0;6990.0;15.37;2016;1;53;1;6;4;0;0;1;0;0;0;2979.0;;;14.25
4126.0;6994.0;15.19;2016;1;53;1;7;4;0;0;0;1;0;0;2868.0;;;15.7
4197.0;7551.0;15.39;2016;1;53;1;8;4;0;1;0;1;0;0;3354.0;;;15.72
4368.0;8109.0;15.78;2016;1;53;1;9;4;0;1;0;1;0;0;3741.0;;;15.97
4448.0;8528.0;16.15;2016;1;53;1;10;4;0;1;0;1;0;0;4080.0;;;15.98
4529.0;8797.0;16.5;2016;1;53;1;11;4;0;1;0;1;0;0;4268.0;;;15.87
4527.0;8990.0;16.72;2016;1;53;1;12;4;0;1;0;0;1;0;4463.0;;;15.98
4629.0;9210.0;17.17;2016;1;53;1;13;4;0;1;0;0;1;0;4581.0;;;15.99
4660.0;9389.0;18.0;2016;1;53;1;14;4;0;1;0;0;1;0;4729.0;;;15.99
4818.0;9506.0;18.53;2016;1;53;1;15;4;0;1;0;0;1;0;4688.0;;;16.22
4838.0;9392.0;19.11;2016;1;53;1;16;4;0;1;0;0;1;0;4554.0;;;16.51
4840.0;9333.0;18.68;2016;1;53;1;17;4;0;1;0;0;0;1;4493.0;;;16.37
4706.0;9296.0;17.93;2016;1;53;1;18;4;0;0;0;0;0;1;4590.0;;;16.08
4618.0;9109.0;17.69;2016;1;53;1;19;4;0;0;0;0;0;1;4491.0;;;16.15
4508.0;8960.0;17.33;2016;1;53;1;20;4;0;0;0;0;0;1;4452.0;;;15.83
4313.0;8528.0;16.75;2016;1;53;1;21;4;0;0;0;0;0;1;4215.0;;;15.82
4193.0;8241.0;16.25;2016;1;53;1;22;4;0;0;0;0;0;1;4048.0;;;15.31
4118.0;8121.0;16.47;2016;1;53;1;23;4;0;0;0;0;0;1;4003.0;;;15.99
4004.0;7525.0;15.89;2016;1;53;2;0;5;1;0;1;0;0;0;3521.0;;;15.87
3940.0;6347.0;15.03;2016;1;53;2;1;5;1;0;1;0;0;0;2407.0;;;15.76
3900.0;5074.0;13.19;2016;1;53;2;2;5;1;0;1;0;0;0;1174.0;;;15.59
3944.0;4564.0;12.69;2016;1;53;2;3;5;1;0;1;0;0;0;620.0;;;14.43
3997.0;4713.0;12.94;2016;1;53;2;4;5;1;0;1;0;0;0;716.0;;;14.96
4096.0;5201.0;13.59;2016;1;53;2;5;5;1;0;1;0;0;0;1105.0;;;14.98
4226.0;6021.0;14.25;2016;1;53;2;6;5;1;0;1;0;0;0;1795.0;;;15.53
4385.0;7215.0;15.7;2016;1;53;2;7;5;1;0;0;1;0;0;2830.0;;;15.79
4581.0;7627.0;15.72;2016;1;53;2;8;5;1;1;0;1;0;0;3046.0;;;16.17
4761.0;8092.0;15.97;2016;1;53;2;9;5;1;1;0;1;0;0;3331.0;;;16.44
4913.0;8271.0;15.98;2016;1;53;2;10;5;1;1;0;1;0;0;3358.0;;;16.49
4980.0;8133.0;15.87;2016;1;53;2;11;5;1;1;0;1;0;0;3153.0;;;16.37
4908.0;8296.0;15.98;2016;1;53;2;12;5;1;1;0;0;1;0;3388.0;;;16.35
4968.0;8328.0;15.99;2016;1;53;2;13;5;1;1;0;0;1;0;3360.0;;;16.35
4995.0;8325.0;15.99;2016;1;53;2;14;5;1;1;0;0;1;0;3330.0;;;16.3
5138.0;8561.0;16.22;2016;1;53;2;15;5;1;1;0;0;1;0;3423.0;;;16.45
5240.0;8888.0;16.51;2016;1;53;2;16;5;1;1;0;0;1;0;3648.0;;;17.22
5248.0;8821.0;16.37;2016;1;53;2;17;5;1;1;0;0;0;1;3573.0;;;16.83
5193.0;8631.0;16.08;2016;1;53;2;18;5;1;0;0;0;0;1;3438.0;;;16.48
5054.0;8394.0;16.15;2016;1;53;2;19;5;1;0;0;0;0;1;3340.0;;;16.43
4909.0;8026.0;15.83;2016;1;53;2;20;5;1;0;0;0;0;1;3117.0;;;16.43
4790.0;7864.0;15.82;2016;1;53;2;21;5;1;0;0;0;0;1;3074.0;;;16.26
4714.0;7185.0;15.31;2016;1;53;2;22;5;1;0;0;0;0;1;2471.0;376362.0;214870.0;15.74
4611.0;7222.0;15.99;2016;1;53;2;23;5;1;0;0;0;0;1;2611.0;375766.0;215438.0;15.86
4576.0;7195.0;15.87;2016;1;53;3;0;6;1;0;1;0;0;0;2619.0;375267.0;216004.0;15.59
4533.0;7138.0;15.76;2016;1;53;3;1;6;1;0;1;0;0;0;2605.0;374968.0;216607.0;15.43
4481.0;6889.0;15.59;2016;1;53;3;2;6;1;0;1;0;0;0;2408.0;374737.0;217249.0;15.56
4434.0;6433.0;14.43;2016;1;53;3;3;6;1;0;1;0;0;0;1999.0;374129.0;217850.0;15.86
4469.0;6633.0;14.96;2016;1;53;3;4;6;1;0;1;0;0;0;2164.0;373516.0;218375.0;15.9
4525.0;6656.0;14.98;2016;1;53;3;5;6;1;0;1;0;0;0;2131.0;373312.0;218960.0;16.4
4597.0;6864.0;15.53;2016;1;53;3;6;6;1;0;1;0;0;0;2267.0;373186.0;219546.0;19.34
4755.0;7368.0;15.79;2016;1;53;3;7;6;1;0;0;1;0;0;2613.0;373560.0;220175.0;20.49
4922.0;7988.0;16.17;2016;1;53;3;8;6;1;1;0;1;0;0;3066.0;373997.0;220900.0;20.49
5065.0;8574.0;16.44;2016;1;53;3;9;6;1;1;0;1;0;0;3509.0;374462.0;221597.0;20.47
5107.0;8500.0;16.49;2016;1;53;3;10;6;1;1;0;1;0;0;3393.0;374434.0;222256.0;20.14
5099.0;8214.0;16.37;2016;1;53;3;11;6;1;1;0;1;0;0;3115.0;373851.0;222826.0;19.85
5134.0;8290.0;16.35;2016;1;53;3;12;6;1;1;0;0;1;0;3156.0;373151.0;223433.0;19.83
5113.0;8361.0;16.35;2016;1;53;3;13;6;1;1;0;0;1;0;3248.0;372302.0;223917.0;19.88
5198.0;8596.0;16.3;2016;1;53;3;14;6;1;1;0;0;1;0;3398.0;371509.0;224455.0;20.09
5280.0;8834.0;16.45;2016;1;53;3;15;6;1;1;0;0;1;0;3554.0;370837.0;224917.0;20.79
5378.0;9121.0;17.22;2016;1;53;3;16;6;1;1;0;0;1;0;3743.0;370566.0;225457.0;21.07
5313.0;8918.0;16.83;2016;1;53;3;17;6;1;1;0;0;0;1;3605.0;370151.0;225930.0;20.54
5236.0;8589.0;16.48;2016;1;53;3;18;6;1;0;0;0;0;1;3353.0;369444.0;226460.0;19.77
5159.0;8491.0;16.43;2016;1;53;3;19;6;1;0;0;0;0;1;3332.0;368826.0;227001.0;19.05
4980.0;8211.0;16.43;2016;1;53;3;20;6;1;0;0;0;0;1;3231.0;368077.0;227473.0;18.5
4918.0;8038.0;16.26;2016;1;53;3;21;6;1;0;0;0;0;1;3120.0;367587.0;228078.0;17.71
4798.0;7554.0;15.74;2016;1;53;3;22;6;1;0;0;0;0;1;2756.0;366900.0;228683.0;17.03
4622.0;7353.0;15.86;2016;1;53;3;23;6;1;0;0;0;0;1;2731.0;366132.0;229187.0;17.68
4647.0;7330.0;15.59;2016;1;1;4;0;0;0;0;1;0;0;0;2683.0;365937.0;229830.0;17.33
4611.0;7229.0;15.43;2016;1;1;4;1;0;0;0;1;0;0;0;2618.0;366819.0;230501.0;17.24
4624.0;7347.0;15.56;2016;1;1;4;2;0;0;0;1;0;0;0;2723.0;369092.0;231225.0;17.32
4660.0;7364.0;15.86;2016;1;1;4;3;0;0;0;1;0;0;0;2704.0;371892.0;231941.0;17.66
4815.0;7511.0;15.9;2016;1;1;4;4;0;0;0;1;0;0;0;2696.0;374690.0;232759.0;17.92
5139.0;8260.0;16.4;2016;1;1;4;5;0;0;0;1;0;0;0;3121.0;377749.0;233802.0;18.8
5561.0;9380.0;19.34;2016;1;1;4;6;0;0;0;1;0;0;0;3819.0;381108.0;235137.0;20.51
5759.0;9546.0;20.49;2016;1;1;4;7;0;0;0;0;1;0;0;3787.0;383439.0;236511.0;22.58
5796.0;9719.0;20.49;2016;1;1;4;8;0;0;1;0;1;0;0;3923.0;385531.0;237726.0;21.73
5783.0;9693.0;20.47;2016;1;1;4;9;0;0;1;0;1;0;0;3910.0;387132.0;238748.0;21.78
5764.0;9672.0;20.14;2016;1;1;4;10;0;0;1;0;1;0;0;3908.0;388533.0;239599.0;21.64
5759.0;9683.0;19.85;2016;1;1;4;11;0;0;1;0;1;0;0;3924.0;390083.0;240378.0;20.91
5866.0;9652.0;19.83;2016;1;1;4;12;0;0;1;0;0;1;0;3786.0;391439.0;241336.0;20.61
5731.0;9648.0;19.88;2016;1;1;4;13;0;0;1;0;0;1;0;3917.0;392759.0;242099.0;20.63
5719.0;9709.0;20.09;2016;1;1;4;14;0;0;1;0;0;1;0;3990.0;394143.0;242823.0;20.71
5755.0;9818.0;20.79;2016;1;1;4;15;0;0;1;0;0;1;0;4063.0;395400.0;243440.0;20.96
5766.0;9800.0;21.07;2016;1;1;4;16;0;0;1;0;0;1;0;4034.0;396312.0;243966.0;21.23
5667.0;9690.0;20.54;2016;1;1;4;17;0;0;1;0;0;0;1;4023.0;397181.0;244385.0;20.68
5588.0;9501.0;19.77;2016;1;1;4;18;0;0;0;0;0;0;1;3913.0;398051.0;244780.0;20.48
5480.0;9337.0;19.05;2016;1;1;4;19;0;0;0;0;0;0;1;3857.0;398994.0;245206.0;19.89
5385.0;9175.0;18.5;2016;1;1;4;20;0;0;0;0;0;0;1;3790.0;400143.0;245682.0;19.39
5146.0;9053.0;17.71;2016;1;1;4;21;0;0;0;0;0;0;1;3907.0;401332.0;246038.0;18.73
4869.0;8751.0;17.03;2016;1;1;4;22;0;0;0;0;0;0;1;3882.0;402898.0;246193.0;17.97
4893.0;8698.0;17.68;2016;1;1;4;23;0;0;0;0;0;0;1;3805.0;404374.0;246475.0;20.02
4813.0;8688.0;17.33;2016;1;1;5;0;1;0;0;1;0;0;0;3875.0;405867.0;246712.0;19.63
4809.0;8652.0;17.24;2016;1;1;5;1;1;0;0;1;0;0;0;3843.0;407381.0;246988.0;19.33
4790.0;8618.0;17.32;2016;1;1;5;2;1;0;0;1;0;0;0;3828.0;409110.0;247297.0;19.35
4833.0;8642.0;17.66;2016;1;1;5;3;1;0;0;1;0;0;0;3809.0;411319.0;247696.0;19.51
4962.0;8892.0;17.92;2016;1;1;5;4;1;0;0;1;0;0;0;3930.0;413578.0;248189.0;19.81
5249.0;9286.0;18.8;2016;1;1;5;5;1;0;0;1;0;0;0;4037.0;416208.0;248913.0;20.5
5722.0;9525.0;20.51;2016;1;1;5;6;1;0;0;1;0;0;0;3803.0;418869.0;250038.0;22.06
5970.0;9715.0;22.58;2016;1;1;5;7;1;0;0;0;1;0;0;3745.0;421216.0;251253.0;25.19
5827.0;9660.0;21.73;2016;1;1;5;8;1;0;1;0;1;0;0;3833.0;422888.0;252158.0;28.24
5807.0;9714.0;21.78;2016;1;1;5;9;1;0;1;0;1;0;0;3907.0;424028.0;252900.0;34.97
5756.0;9660.0;21.64;2016;1;1;5;10;1;0;1;0;1;0;0;3904.0;425188.0;253549.0;37.95
5782.0;9716.0;20.91;2016;1;1;5;11;1;0;1;0;1;0;0;3934.0;426690.0;254232.0;37.37
5761.0;9616.0;20.61;2016;1;1;5;12;1;0;1;0;0;1;0;3855.0;428016.0;254859.0;36.61
5749.0;9623.0;20.63;2016;1;1;5;13;1;0;1;0;0;1;0;3874.0;429278.0;255495.0;29.75
5739.0;9620.0;20.71;2016;1;1;5;14;1;0;1;0;0;1;0;3881.0;430302.0;256036.0;28.17
5784.0;9760.0;20.96;2016;1;1;5;15;1;0;1;0;0;1;0;3976.0;431228.0;256540.0;28.23
5784.0;9739.0;21.23;2016;1;1;5;16;1;0;1;0;0;1;0;3955.0;431846.0;256946.0;29.6
5748.0;9699.0;20.68;2016;1;1;5;17;1;0;1;0;0;0;1;3951.0;432627.0;257381.0;28.19
5691.0;9696.0;20.48;2016;1;1;5;18;1;0;0;0;0;0;1;4005.0;433734.0;257836.0;26.87
5577.0;9620.0;19.89;2016;1;1;5;19;1;0;0;0;0;0;1;4043.0;434863.0;258254.0;24.87
5442.0;9617.0;19.39;2016;1;1;5;20;1;0;0;0;0;0;1;4175.0;436269.0;258716.0;22.06
5373.0;9477.0;18.73;2016;1;1;5;21;1;0;0;0;0;0;1;4104.0;437708.0;259171.0;20.47
5146.0;9301.0;17.97;2016;1;1;5;22;1;0;0;0;0;0;1;4155.0;439455.0;259519.0;19.37
4951.0;9023.0;20.02;2016;1;1;5;23;1;0;0;0;0;0;1;4072.0;441125.0;259848.0;21.94
4879.0;9199.0;19.63;2016;1;1;6;0;2;0;0;1;0;0;0;4320.0;442994.0;260080.0;21.75
4857.0;9142.0;19.33;2016;1;1;6;1;2;0;0;1;0;0;0;4285.0;444907.0;260326.0;21.5
4829.0;9107.0;19.35;2016;1;1;6;2;2;0;0;1;0;0;0;4278.0;446667.0;260531.0;21.52
4876.0;9117.0;19.51;2016;1;1;6;3;2;0;0;1;0;0;0;4241.0;448420.0;260747.0;21.6
4992.0;9127.0;19.81;2016;1;1;6;4;2;0;0;1;0;0;0;4135.0;450036.0;260924.0;21.62
5365.0;9353.0;20.5;2016;1;1;6;5;2;0;0;1;0;0;0;3988.0;451129.0;261150.0;22.16
5893.0;9627.0;22.06;2016;1;1;6;6;2;0;0;1;0;0;0;3734.0;451376.0;261482.0;27.8
6094.0;9655.0;25.19;2016;1;1;6;7;2;0;0;0;1;0;0;3561.0;451485.0;261817.0;30.48
6057.0;9351.0;28.24;2016;1;1;6;8;2;0;1;0;1;0;0;3294.0;451117.0;262078.0;29.34
6001.0;9343.0;34.97;2016;1;1;6;9;2;0;1;0;1;0;0;3342.0;450767.0;262296.0;29.27
5930.0;9326.0;37.95;2016;1;1;6;10;2;0;1;0;1;0;0;3396.0;450421.0;262462.0;27.04
5858.0;9316.0;37.37;2016;1;1;6;11;2;0;1;0;1;0;0;3458.0;450054.0;262561.0;28.44
5671.0;9204.0;36.61;2016;1;1;6;12;2;0;1;0;0;1;0;3533.0;449606.0;262366.0;26.08
5756.0;9482.0;29.75;2016;1;1;6;13;2;0;1;0;0;1;0;3726.0;449440.0;262391.0;24.85
5789.0;9823.0;28.17;2016;1;1;6;14;2;0;1;0;0;1;0;4034.0;449554.0;262461.0;23.6
5932.0;9792.0;28.23;2016;1;1;6;15;2;0;1;0;0;1;0;3860.0;449528.0;262638.0;23.0
5933.0;9774.0;29.6;2016;1;1;6;16;2;0;1;0;0;1;0;3841.0;449502.0;262805.0;24.82
5862.0;9780.0;28.19;2016;1;1;6;17;2;0;1;0;0;0;1;3918.0;449592.0;263000.0;22.9
5782.0;9942.0;26.87;2016;1;1;6;18;2;0;0;0;0;0;1;4160.0;450033.0;263194.0;21.71
5677.0;9745.0;24.87;2016;1;1;6;19;2;0;0;0;0;0;1;4068.0;450441.0;263391.0;21.25
5614.0;9658.0;22.06;2016;1;1;6;20;2;0;0;0;0;0;1;4044.0;450924.0;263620.0;21.47
5473.0;9455.0;20.47;2016;1;1;6;21;2;0;0;0;0;0;1;3982.0;451326.0;263947.0;21.22
5229.0;9469.0;19.37;2016;1;1;6;22;2;0;0;0;0;0;1;4240.0;452044.0;264307.0;20.26
5089.0;9169.0;21.94;2016;1;1;6;23;2;0;0;0;0;0;1;4080.0;452515.0;264503.0;21.06
5018.0;9165.0;21.75;2016;1;1;7;0;3;0;0;1;0;0;0;4147.0;452992.0;264708.0;20.16
4967.0;9073.0;21.5;2016;1;1;7;1;3;0;0;1;0;0;0;4106.0;453413.0;264866.0;19.78
4947.0;8991.0;21.52;2016;1;1;7;2;3;0;0;1;0;0;0;4044.0;453786.0;265023.0;19.38
4995.0;9068.0;21.6;2016;1;1;7;3;3;0;0;1;0;0;0;4073.0;454212.0;265185.0;18.61
5163.0;8971.0;21.62;2016;1;1;7;4;3;0;0;1;0;0;0;3808.0;454291.0;265386.0;20.54
5510.0;9291.0;22.16;2016;1;1;7;5;3;0;0;1;0;0;0;3781.0;454296.0;265647.0;22.02
5957.0;9702.0;27.8;2016;1;1;7;6;3;0;0;1;0;0;0;3745.0;454473.0;265882.0;24.42
6090.0;9645.0;30.48;2016;1;1;7;7;3;0;0;0;1;0;0;3555.0;454403.0;266002.0;27.98
6077.0;9535.0;29.34;2016;1;1;7;8;3;0;1;0;1;0;0;3458.0;454278.0;266252.0;26.6
6075.0;9574.0;29.27;2016;1;1;7;9;3;0;1;0;1;0;0;3499.0;454138.0;266520.0;25.55
6026.0;9543.0;27.04;2016;1;1;7;10;3;0;1;0;1;0;0;3517.0;454021.0;266790.0;25.76
5968.0;9367.0;28.44;2016;1;1;7;11;3;0;1;0;1;0;0;3399.0;453672.0;266976.0;25.13
5925.0;9398.0;26.08;2016;1;1;7;12;3;0;1;0;0;1;0;3473.0;453454.0;267140.0;25.58
6007.0;9254.0;24.85;2016;1;1;7;13;3;0;1;0;0;1;0;3247.0;453085.0;267398.0;27.6
6026.0;9404.0;23.6;2016;1;1;7;14;3;0;1;0;0;1;0;3378.0;452869.0;267685.0;30.81
6096.0;9472.0;23.0;2016;1;1;7;15;3;0;1;0;0;1;0;3376.0;452581.0;267997.0;35.97
6062.0;9492.0;24.82;2016;1;1;7;16;3;0;1;0;0;1;0;3430.0;452334.0;268275.0;43.56
5981.0;9406.0;22.9;2016;1;1;7;17;3;0;1;0;0;0;1;3425.0;452041.0;268508.0;45.47
5903.0;9456.0;21.71;2016;1;1;7;18;3;0;0;0;0;0;1;3553.0;451801.0;268720.0;38.81
5819.0;9312.0;21.25;2016;1;1;7;19;3;0;0;0;0;0;1;3493.0;451493.0;268962.0;28.57
5696.0;9161.0;21.47;2016;1;1;7;20;3;0;0;0;0;0;1;3465.0;451037.0;269216.0;25.09
5507.0;8981.0;21.22;2016;1;1;7;21;3;0;0;0;0;0;1;3474.0;450541.0;269350.0;24.32
5280.0;8698.0;20.26;2016;1;1;7;22;3;0;0;0;0;0;1;3418.0;449938.0;269484.0;22.66
5018.0;7513.0;21.06;2016;1;1;7;23;3;0;0;0;0;0;1;2495.0;448428.0;269551.0;24.51
4917.0;7161.0;20.16;2016;1;1;8;0;4;0;0;1;0;0;0;2244.0;446390.0;269589.0;23.44
4898.0;7052.0;19.78;2016;1;1;8;1;4;0;0;1;0;0;0;2154.0;444300.0;269630.0;22.79
4925.0;6884.0;19.38;2016;1;1;8;2;4;0;0;1;0;0;0;1959.0;442077.0;269726.0;22.49
4932.0;6534.0;18.61;2016;1;1;8;3;4;0;0;1;0;0;0;1602.0;439494.0;269782.0;21.96
5046.0;7318.0;20.54;2016;1;1;8;4;4;0;0;1;0;0;0;2272.0;437685.0;269836.0;22.25
5429.0;8467.0;22.02;2016;1;1;8;5;4;0;0;1;0;0;0;3038.0;436799.0;269900.0;22.39
5811.0;9031.0;24.42;2016;1;1;8;6;4;0;0;1;0;0;0;3220.0;436203.0;269818.0;22.97
6008.0;9276.0;27.98;2016;1;1;8;7;4;0;0;0;1;0;0;3268.0;435824.0;269732.0;23.95
6015.0;9448.0;26.6;2016;1;1;8;8;4;0;1;0;1;0;0;3433.0;435921.0;269690.0;24.7
6064.0;9499.0;25.55;2016;1;1;8;9;4;0;1;0;1;0;0;3435.0;436077.0;269753.0;26.49
6035.0;9544.0;25.76;2016;1;1;8;10;4;0;1;0;1;0;0;3509.0;436295.0;269858.0;26.93
6020.0;9499.0;25.13;2016;1;1;8;11;4;0;1;0;1;0;0;3479.0;436478.0;270020.0;26.32
5906.0;9443.0;25.58;2016;1;1;8;12;4;0;1;0;0;1;0;3537.0;436717.0;270255.0;25.32
5844.0;9540.0;27.6;2016;1;1;8;13;4;0;1;0;0;1;0;3696.0;436775.0;270343.0;24.85
5887.0;9719.0;30.81;2016;1;1;8;14;4;0;1;0;0;1;0;3832.0;436671.0;270441.0;26.13
5989.0;9711.0;35.97;2016;1;1;8;15;4;0;1;0;0;1;0;3722.0;436590.0;270498.0;27.87
5947.0;9737.0;43.56;2016;1;1;8;16;4;0;1;0;0;1;0;3790.0;436553.0;270512.0;29.09
5883.0;9764.0;45.47;2016;1;1;8;17;4;0;1;0;0;0;1;3881.0;436537.0;270533.0;27.87
5831.0;9697.0;38.81;2016;1;1;8;18;4;0;0;0;0;0;1;3866.0;436292.0;270582.0;24.63
5712.0;9603.0;28.57;2016;1;1;8;19;4;0;0;0;0;0;1;3891.0;436150.0;270617.0;23.13
5573.0;9550.0;25.09;2016;1;1;8;20;4;0;0;0;0;0;1;3977.0;436042.0;270576.0;22.57
5444.0;9496.0;24.32;2016;1;1;8;21;4;0;0;0;0;0;1;4052.0;436083.0;270547.0;22.07
5254.0;9166.0;22.66;2016;1;1;8;22;4;0;0;0;0;0;1;3912.0;435780.0;270572.0;21.26
5226.0;9154.0;24.51;2016;1;1;8;23;4;0;0;0;0;0;1;3928.0;435765.0;270709.0;21.32
5145.0;9066.0;23.44;2016;1;1;9;0;5;1;0;1;0;0;0;3921.0;435666.0;270836.0;19.93
5007.0;8709.0;22.79;2016;1;1;9;1;5;1;0;1;0;0;0;3702.0;435302.0;270876.0;19.65
5001.0;8445.0;22.49;2016;1;1;9;2;5;1;0;1;0;0;0;3444.0;434756.0;270930.0;19.43
4942.0;8236.0;21.96;2016;1;1;9;3;5;1;0;1;0;0;0;3294.0;433924.0;270877.0;19.25
4972.0;8276.0;22.25;2016;1;1;9;4;5;1;0;1;0;0;0;3304.0;433229.0;270686.0;19.39
5050.0;8405.0;22.39;2016;1;1;9;5;5;1;0;1;0;0;0;3355.0;432343.0;270226.0;19.33
5238.0;9068.0;22.97;2016;1;1;9;6;5;1;0;1;0;0;0;3830.0;431709.0;269507.0;19.57
5434.0;9372.0;23.95;2016;1;1;9;7;5;1;0;0;1;0;0;3938.0;431436.0;268851.0;19.49
5553.0;9449.0;24.7;2016;1;1;9;8;5;1;1;0;1;0;0;3896.0;431350.0;268327.0;20.15
5694.0;9445.0;26.49;2016;1;1;9;9;5;1;1;0;1;0;0;3751.0;431221.0;267946.0;20.95
5755.0;9449.0;26.93;2016;1;1;9;10;5;1;1;0;1;0;0;3694.0;431127.0;267675.0;21.59
5733.0;9496.0;26.32;2016;1;1;9;11;5;1;1;0;1;0;0;3763.0;431256.0;267440.0;21.83
5709.0;9552.0;25.32;2016;1;1;9;12;5;1;1;0;0;1;0;3843.0;431410.0;267224.0;21.33
5720.0;9522.0;24.85;2016;1;1;9;13;5;1;1;0;0;1;0;3802.0;431678.0;266937.0;21.22
5724.0;9502.0;26.13;2016;1;1;9;14;5;1;1;0;0;1;0;3778.0;431776.0;266635.0;21.98
5755.0;9527.0;27.87;2016;1;1;9;15;5;1;1;0;0;1;0;3772.0;431831.0;266294.0;23.16
5790.0;9604.0;29.09;2016;1;1;9;16;5;1;1;0;0;1;0;3814.0;431943.0;266022.0;25.76
5770.0;9557.0;27.87;2016;1;1;9;17;5;1;1;0;0;0;1;3787.0;432094.0;265811.0;24.92
5676.0;9450.0;24.63;2016;1;1;9;18;5;1;0;0;0;0;1;3774.0;432088.0;265584.0;24.34
5510.0;9314.0;23.13;2016;1;1;9;19;5;1;0;0;0;0;1;3804.0;432090.0;265275.0;23.79
5329.0;8932.0;22.57;2016;1;1;9;20;5;1;0;0;0;0;1;3603.0;431861.0;264908.0;23.04
5221.0;8223.0;22.07;2016;1;1;9;21;5;1;0;0;0;0;1;3002.0;431103.0;264622.0;22.34
5079.0;7858.0;21.26;2016;1;1;9;22;5;1;0;0;0;0;1;2779.0;430263.0;264421.0;21.69
4929.0;7058.0;21.32;2016;1;1;9;23;5;1;0;0;0;0;1;2129.0;429808.0;264332.0;21.37
4875.0;6690.0;19.93;2016;1;1;10;0;6;1;0;1;0;0;0;1815.0;429337.0;264290.0;20.04
4816.0;6448.0;19.65;2016;1;1;10;1;6;1;0;1;0;0;0;1632.0;428733.0;264208.0;19.78
4787.0;6390.0;19.43;2016;1;1;10;2;6;1;0;1;0;0;0;1603.0;428239.0;264070.0;19.36
4790.0;6309.0;19.25;2016;1;1;10;3;6;1;0;1;0;0;0;1519.0;428014.0;263928.0;19.68
4823.0;6332.0;19.39;2016;1;1;10;4;6;1;0;1;0;0;0;1509.0;427028.0;263705.0;21.56
4869.0;6289.0;19.33;2016;1;1;10;5;6;1;0;1;0;0;0;1420.0;424850.0;263145.0;24.24
4925.0;6493.0;19.57;2016;1;1;10;6;6;1;0;1;0;0;0;1568.0;422312.0;262259.0;40.28
5095.0;7071.0;19.49;2016;1;1;10;7;6;1;0;0;1;0;0;1976.0;420107.0;261346.0;45.93
5208.0;7533.0;20.15;2016;1;1;10;8;6;1;1;0;1;0;0;2325.0;418192.0;260539.0;44.0
5327.0;7775.0;20.95;2016;1;1;10;9;6;1;1;0;1;0;0;2448.0;416468.0;259802.0;41.94
5423.0;8117.0;21.59;2016;1;1;10;10;6;1;1;0;1;0;0;2694.0;415041.0;259190.0;40.62
5416.0;8166.0;21.83;2016;1;1;10;11;6;1;1;0;1;0;0;2750.0;413708.0;258586.0;41.31
5441.0;7976.0;21.33;2016;1;1;10;12;6;1;1;0;0;1;0;2535.0;412241.0;258121.0;41.09
5391.0;7917.0;21.22;2016;1;1;10;13;6;1;1;0;0;1;0;2526.0;410618.0;257668.0;38.6
5220.0;8263.0;21.98;2016;1;1;10;14;6;1;1;0;0;1;0;3043.0;409162.0;257001.0;37.5
5390.0;9078.0;23.16;2016;1;1;10;15;6;1;1;0;0;1;0;3688.0;408529.0;256402.0;37.95
5418.0;9251.0;25.76;2016;1;1;10;16;6;1;1;0;0;1;0;3833.0;408043.0;255873.0;44.69
5394.0;9313.0;24.92;2016;1;1;10;17;6;1;1;0;0;0;1;3919.0;407592.0;255384.0;42.88
5368.0;9301.0;24.34;2016;1;1;10;18;6;1;0;0;0;0;1;3933.0;407196.0;254921.0;38.72
5338.0;9156.0;23.79;2016;1;1;10;19;6;1;0;0;0;0;1;3818.0;406749.0;254547.0;27.87
5238.0;9004.0;23.04;2016;1;1;10;20;6;1;0;0;0;0;1;3766.0;406203.0;254212.0;25.45
5103.0;8524.0;22.34;2016;1;1;10;21;6;1;0;0;0;0;1;3421.0;405231.0;253871.0;23.05
4885.0;7948.0;21.69;2016;1;1;10;22;6;1;0;0;0;0;1;3063.0;404013.0;253502.0;21.68
4750.0;7505.0;21.37;2016;1;1;10;23;6;1;0;0;0;0;1;2755.0;402364.0;253026.0;21.11
4645.0;6974.0;20.04;2016;1;2;11;0;0;0;0;1;0;0;0;2329.0;400272.0;252526.0;19.81
4584.0;6783.0;19.78;2016;1;2;11;1;0;0;0;1;0;0;0;2199.0;398346.0;252103.0;19.1
4577.0;6529.0;19.36;2016;1;2;11;2;0;0;0;1;0;0;0;1952.0;396430.0;251679.0;18.41
4590.0;6680.0;19.68;2016;1;2;11;3;0;0;0;1;0;0;0;2090.0;394874.0;251327.0;19.0
4735.0;7634.0;21.56;2016;1;2;11;4;0;0;0;1;0;0;0;2899.0;394232.0;251090.0;20.91
